noun,count
具合,24
本格化,30
成田,11
和雄,10
レベル,33
ねらい,14
一段落,10
違反,34
難渋,10
届書,17
慣習,12
柳田,27
開店,18
管下,37
道会議員,14
衆議院議員,47
国産,16
窓口,22
創刊,80
行使,10
手続き,40
外事,20
一覧表,26
外務省,58
国会,83
海事,10
川崎,30
交際,12
代弁,12
暫定的,10
任命,40
ヴァイス,10
発言,28
名誉,19
臣民,10
皮切り,24
遂行,17
定則,13
則,48
時々,10
一律,11
俸給,32
不詳,17
肩書き,12
家賃,10
階,91
投機的,10
魅力,17
人選,23
技師,39
ホテル,41
いつも,17
丙,11
乗員,19
適用,25
一六,12
罰金,16
取り締まり,42
火事,41
除去,13
買い物,20
有之,86
簿,34
労働条件,16
諸経費,26
囚人,13
支給,32
補充,17
使用人,20
受洗,11
学習,23
与一郎,12
中山,10
撰,15
生徒,263
燃料,50
教育史,20
勉強,13
検閲,19
労,23
商取引,22
小使,14
出席,53
弁当,12
暇,11
善太郎,11
配分,20
評価,70
クラス,19
一人,25
主宰,10
職員録,11
改名,11
旧幕,26
蓄積,46
洋風,28
隣,15
多寡,13
一区,10
損傷,13
居宅,10
欠陥,16
テハ,65
皇国,10
復古,35
日増し,11
一本化,27
大政,18
辞表,13
参与,11
執行,56
議題,12
主導,48
戊辰,12
公論,49
衆議,15
部隊,77
砲撃,16
作戦,23
不得,10
伏見,14
終結,33
開陽,18
已,16
優位,19
恭順,10
飛脚,20
新報,64
題,17
松山,14
死亡,19
如何,34
長門,10
隨,12
公文,30
維持,79
徹底,24
入荷,14
召集,12
治安,41
現況,25
木下,18
担当者,20
稲葉,10
会計,67
布告,137
引渡し,12
清水谷,49
公考,14
建議,79
可否,14
ニテハ,12
脅威,13
ロワ,11
青年,124
岡本,61
監,15
事務局,74
首脳,31
見地,10
受け入れ,14
興業,25
副総裁,13
スベシ,19
議事,32
判官,46
人事,27
督,12
発令,20
就任,39
辞任,26
但書,19
実務,30
上石見,16
判事,37
歩兵,22
圭介,16
榎,11
本釜,10
政体書,13
不在,18
金穀,29
保全,36
請書,13
就,23
熟練,10
目途,14
育,13
事前,23
本陣,13
尽力,15
公正,43
巌,12
陣容,14
資金調達,12
育成,33
帳簿,15
話し合い,20
開庁,16
総督府,13
談話,47
規律,11
分課,42
提灯,22
参事,34
従事,27
府事,18
月俸,23
刷新,40
庶務,38
刑法,35
専任,15
勿論,25
キハ,23
月給,64
減額,12
聴,12
知事,21
降伏,35
主任,53
布達,143
官制,34
東久世,30
官僚,17
複数,12
辞,14
府知事,17
根幹,11
位置づけ,12
一斉,41
ニモ,19
交付,31
自今,13
各省,13
大蔵省,107
岩村,29
決議,97
法規,20
一因,23
トノ,10
即チ,12
ヶ月,17
低迷,15
財,30
天皇制,90
戦線,28
窮状,10
聴取,11
シテ,124
人力,12
スルノ,26
ソ,53
実質,17
仲介,20
残金,12
当局,100
銀行,817
採掘,12
小田,16
再三,10
支払,20
請求,14
上京,31
羽越,10
同盟,146
加盟,31
駅,58
変革,14
遊里,19
小隊,19
隆盛,41
中立,18
総意,11
海陸,40
嘆願書,16
亀之助,10
大隊,48
屯所,27
常備,42
農工,13
私史,11
連載,25
教練,10
連隊,40
局長,10
土方,13
遊撃隊,13
彰義,19
渋沢,32
春日,12
川村,18
解散,63
蟠龍,21
咸臨,16
朝陽,13
妥協,18
決着,19
荒井,15
起,23
表明,12
兵隊,25
応援,21
セシ,14
眠,16
夢,19
沈没,22
デュース,19
葛西,10
引揚げ,27
大蔵,63
軍用,14
戦況,11
選,12
松前郡,10
桧山,14
三上,12
きっかけ,25
分隊,11
声明書,14
陸海軍,13
全て,16
祖国,10
戦略,12
諸願,11
新任,13
口頭,10
ビ,27
請願書,43
働きかけ,15
アル,18
宣言,66
公選,68
登,19
エ,99
納,11
下巻,10
ヲシテ,23
ナシ,13
訓練,91
軍隊,26
撤廃,23
アリ,29
了解,11
稼業,11
この頃,132
一本木,11
甲鉄,18
鴻,10
野村,21
該,41
会誌,14
連携,14
死傷,10
避難,32
和田,33
歩調,20
新道,14
運命,17
監視,34
会合,30
死去,11
勧告,36
律,34
傷病,10
決戦,19
解除,29
会議所,440
見送り,11
招魂,29
庚午,18
兵部,13
タル,22
義勇,16
家内,16
青森市,16
前提,36
同港,17
変則,26
清隆,22
通俊,11
日録,10
函衛,15
士族,43
志願者,29
廃藩,13
置県,13
ム,17
本庁,66
退任,14
海関,27
原稿,17
執務,14
中判,12
昇任,10
道庁,265
邏卒,93
分掌,23
草稿,12
会計課,12
正院,28
制定,115
ニシテ,82
スルハ,12
炭,38
製革,48
官庁,60
主典,36
署,62
掌,12
改定,33
学務,28
司法,62
監獄,19
郡区,96
戸長,249
議案,73
雖,26
ナリ,47
大区,148
村尾,34
元長,22
新聞紙,53
閲覧,23
民費,40
地租,73
綱領,19
内職,12
協和,37
開催,82
外山,10
大多数,15
中隊,21
募集,72
護,15
巡邏,10
桐野,13
視点,31
詰め,11
鶴岡,25
獄中,11
獄,25
在籍者,10
兼任,12
時任,46
為基,24
等級,48
ラ,28
有竹,14
裕,19
県庁,15
関係書類,41
替え,16
総合,86
定額,18
盗難,19
区長,324
総長,21
酔,12
条例,161
違反者,12
懲役,37
地券,41
電信,50
警部,19
巡査,17
布令,13
等外,11
スルヲ,33
小区,147
警察署,149
蓬莱,24
恵比須,43
分署,28
派出所,10
弘明,25
甲,22
水上,33
同省,16
所長,15
大審院,10
院長,26
更,32
検事,16
移管,24
原田,12
五島,15
地方裁判所,16
控訴,10
宮城,11
広島,16
警視,17
警察官,21
判決,26
消防署,15
商務,94
逓信,53
料金,69
賃銀,12
手形,22
郵船,125
逓送,13
短縮,16
意欲,25
神戸,172
防止,49
番号,11
日本橋,11
不定,17
運行,19
北海道内,39
ハズ,11
郵便局,19
貯金,13
架設,10
ダ,17
線路,16
分局,14
開通,56
幹線,24
官報,18
電話,40
試験場,14
役員,148
選挙,279
市政,85
衡平,10
先代,12
退職,17
同上,29
見出し,97
編入,13
編制,38
欠員,10
常野,59
部内,16
自治制,24
郡長,30
公認,21
見直し,17
宝町,16
幸町,13
汐見町,15
音羽町,16
乃至,11
上川,15
分担,10
明確化,14
務所,29
桜庭,36
隣保,13
投票,70
世論,28
議決,38
近所,16
月番,14
親睦,18
主眼,18
返済,23
杉野,20
軽減,12
正副,15
百十三,44
フ,12
地子,12
券,49
途上,11
他府県,32
費目,21
原価,14
修築,11
先祖,12
地価,91
税額,12
職種,28
国税,23
地方税,61
証券,125
三業,22
貸座敷,89
芸妓,26
芸娼,58
祭典,37
氏子,12
各社,39
備品,10
修繕費,21
便所,14
維持費,10
諸費,17
割当,16
地代,36
新法,12
営業税,25
戸数割,18
賦,10
セサル,14
町内会,22
区会,320
本年,42
賦金,40
区民,99
半期,27
授業料,80
国費,11
事業費,17
区役所,42
教育費,27
つながり,15
埋め立て,23
蔵前,11
借家,21
間接,22
組長,21
選挙法,30
安浪,15
次郎吉,14
公金,10
辞職,37
祝賀会,18
協同,24
枚田,15
サイド,10
区会議員,66
総則,10
議会,145
科目,21
富岡,35
補助金,65
自治区,11
自主,15
起工,14
不動産,25
スヘシ,11
移録,19
督促,13
ルヲ,14
醵金,10
スト,13
諮問,57
クハ,16
選挙人,14
互選,17
挙,14
選出,39
起業,33
裁,21
改選,24
府県会,15
セル,23
裁定,27
つぎ,22
参政権,34
住所,21
区政,23
得票,22
十字街,40
統合,72
本月,10
村会,10
気運,26
大火災,14
頂点,14
民権,23
代表的,11
忠礼,55
民会,14
弁士,14
北溟,29
社長,215
目下,11
効用,10
公益,40
キヲ,10
開会,25
掲載,30
云フ,10
議長,97
議員,215
助言,10
謀,18
ナル,90
照会,15
禀議,11
施行後,15
祝辞,13
投書,27
ラズ,18
為メ,23
ニシ,11
メテ,22
原案,23
当選者,16
啓蔵,13
幸,36
修正,27
上田,11
宇三郎,30
定数,23
欠席,22
成熟,12
藤五郎,12
官有,19
議事録,23
答弁,12
当区,31
賛成,38
恩恵,11
審議会,25
小橋,21
適当,25
年齢,40
任期,40
コレラ,23
関西,36
発起,16
五代,13
友厚,10
杉村,12
非難,10
閣議,32
内閣,75
記者,73
干渉,10
朝野,13
日日,100
社説,24
満期,31
目前,14
安田,94
憲政,15
食塩,16
全集,10
定款,64
商社,107
発起人,114
総理,11
広瀬,10
半官,10
半民,10
広業,95
ナク,23
本社,72
提携,22
報道,106
正右衛門,35
肩書,10
活用,25
各部,10
使命,23
公衆,31
寄付金,48
大隈,32
参議,13
陳情,51
早稲田大学,13
愛国,28
期成,57
聴衆,23
高まり,17
ゆえ,15
博文,10
排撃,10
憲法,38
論調,11
立憲,18
協調,12
社主,25
発刊,86
新聞社,114
友人,11
政党,62
自由党,52
本部,91
管理局,29
駒吉,15
哲平,54
党員,17
栄太郎,10
懇談会,30
届け,13
懇親会,17
支社,41
紙上,19
中心人物,12
江湖,11
精,19
シク,21
節減,17
近代的,30
実業,70
殖民,73
理事官,29
農学校,11
教育者,12
校長,65
宮崎,28
県知事,13
俸,11
二木,16
彦七,16
萬,16
高級,20
悦郎,19
年俸,25
部長,12
処務,10
トシテ,57
署長,17
拓殖,55
龍岡,11
占,18
徴兵,13
道民,17
発布,11
沖縄,20
貴族,14
納税者,26
大綱,10
衆議院,17
代議士,23
平出,133
佐瀬,16
精一,16
上嶋,12
大会,223
義捐金,10
所謂,13
板垣,21
評議員,26
送迎,11
文之助,11
当選,21
旅館,18
植民地,23
新報社,10
尾崎,12
清治郎,18
総会,92
評議会,28
吉平,36
栄吉,19
振興会,11
テーマ,14
組織的,10
民主,45
機能性,11
参加者,29
弁護士,19
対象者,10
実業家,14
中頃,13
馨,21
現行,12
義務,72
規約,51
欲,15
無産,76
郡部,15
区制,37
省令,22
法人,37
公民,13
担い手,14
常設,15
助役,103
収入役,23
市会,122
最多,14
選挙権,14
加入,24
要件,10
候補者,120
匿名,10
興人,11
北守,19
政直,10
大字,10
劇場,34
どつく,14
電車,96
航,14
築出,41
拡がり,10
跡地,19
上水,28
代替,13
既存,49
東浜町,49
日雇,36
業種別,21
崖地,10
主旨,19
件数,25
公職,32
真砂町,45
資産家,25
時価,14
賃貸,10
金物,18
西川町,33
台町,33
商工,379
魁,25
交通機関,23
所得額,11
本港,23
ナルヲ,10
繁昌,16
経営者,64
所得税,28
景気,52
レリ,17
延焼,11
耐火,18
不燃,10
ウラジオストク,50
孝平,31
防火,64
未来,12
ノタメ,11
接続,19
洋物,15
三菱,304
廣,18
罹災,23
四十四,11
高騰,48
抑制,13
慈善,10
支局,28
百石,15
労働,273
賃金,105
はじまり,11
遅れ,24
浅田,23
彦作,11
転注,10
塵芥,36
銀座,19
飲食店,19
浚渫,27
防砂,15
防波堤,40
改修,16
停車場,25
契約書,16
紙面,48
選択,21
当局者,10
同紙,41
苦境,14
転換,55
番目,31
当市,12
打開,25
デフレ,10
公債,35
公営,19
国庫補助,14
取り組み,23
歩み,56
国庫,18
国策,35
東川,34
家事,21
ポンプ,12
一翼,17
給水,16
清掃,18
毎週,22
前年度,21
消毒,12
悪化,29
下水道,13
動態,10
イメージ,26
朝日新聞,31
債務,16
函樽,34
同区,10
理事,63
寄付,51
高校,29
タイムス,26
遺愛,33
女学校,110
小樽港,34
吾人,15
船渠,202
資本家,27
平塚,51
大口,14
達成,11
岸壁,52
保管,28
創造,11
臨海,26
木造,44
灯火,13
占領,91
済み,17
資本主義,10
日清,71
運送業,25
労力,26
全額,14
経済界,61
久保,21
年鑑,43
トンクラス,14
接岸,20
荷役,75
障害,24
臨港,13
踏切,11
入場,17
肥田,20
卒業,37
世界的,10
所以,17
激増,23
炭鉱,48
艀,115
日本郵船,131
専属,31
ステベ,13
船夫,11
象徴,13
仲仕,12
社外,42
艀船,19
荷馬,13
邸宅,12
努,10
市造,15
栗林,12
塔,11
幌内,22
北炭,19
岩見沢,15
主導権,13
平成,158
社内,20
園田,34
実徳,24
支店長,23
全日本,17
労組,47
書記長,14
本間,36
通船,41
専用船,10
貨物船,36
専用,46
氷室,19
廃業,53
データ,11
大量,39
海運業,92
金融業,11
金融機関,28
保税,15
直輸入,13
上屋,32
雇い,15
収容,110
担保,36
貯蓄,48
善次郎,24
不備,18
直輸,18
台湾,102
ラッコ,40
正貨,16
紙幣,84
当たり,41
不定期,30
買収,127
開放,10
事変,40
カニ,12
増進,15
後援,15
自社,21
在庫,32
助成,30
排除,10
四日市,18
伏木,17
同法,17
立法,12
大同,11
団結,20
連合会,125
矢越,14
西出,25
孫左衛門,13
快,13
同業者,31
躍進,10
鉄道会社,22
ハウル,40
兼業,16
日下部,23
坂井,17
在籍,35
半左衛門,10
露領,336
トナリ,13
保険,33
業界,32
膨張,14
貨車,63
農産物,57
食品,49
人道,15
官公,11
通運,15
人権,13
華,38
理想,23
輸送力,19
合理化,33
動力,55
年度末,16
祐,11
回顧,10
副社長,20
熊吉,11
顔ぶれ,12
社名,34
交差点,11
両社,39
事業所,18
函館駅,136
人力車,11
フィート,11
調査書,10
近衛,11
私設,17
トンネル,51
雄三,12
貨客,24
ブーム,69
道外,40
防衛,36
危機,45
比羅夫,24
コース,14
恐慌,61
既設,10
支援,57
信徒,27
現れ,11
委員長,61
監査役,31
自作,11
栄一,20
占領軍,93
民主化,54
技能,13
管理者,12
日給,21
分業,16
福田,10
周年,52
待望,12
新鋭,15
商圏,21
管外,77
工産,62
農産,15
用品,28
商況,58
身欠,11
改組,18
増毛,11
定住,12
漁業者,241
宏,12
菅原,29
取得,20
金員,10
換,27
積み,10
安達,13
万平,29
ちかく,11
紡績,14
功労者,12
インフレ,28
日本銀行,48
不景気,27
深刻化,10
荷造,10
困窮,13
満場一致,33
博覧会,41
同業,56
準則,26
打破,14
取引所,97
特約,20
慎,10
株主,98
筆頭,18
大株主,11
分散,11
等々,18
代理店,22
コルサコフ,16
貯炭,15
再生,17
班,47
市況,23
好景気,15
売上,29
生産品,15
遺産,13
指数,10
船腹,21
国内市場,10
誘致,43
鰮,24
マッチ,25
軸木,11
策源地,16
消長,12
漁村,26
和洋,14
収獲,19
売り,16
青田,11
刊,31
公報,52
稚内,27
忠蔵,17
輸出港,18
太刀川,34
合名会社,60
橋谷,14
農林,61
支所,19
缶詰,209
販売業,27
財閥,28
忠谷,14
故郷,15
買い付け,18
民衆,56
編注,13
レール,10
買魚,57
先駆け,18
既成,27
スルモノ,12
デント,10
ホール,24
店員,13
証言,20
倒産,21
撤退,13
申し入れ,15
出身地,21
東和,10
対価,14
登録,22
華僑,30
関係資料,18
暫定,12
浙江省,12
董,12
泰,10
値下げ,38
繰り,19
大使,11
笠野,28
直通,10
洋行,39
結局,10
取り扱い,23
機運,21
償却,11
システム,17
貸出,31
シキ,15
純益,26
包装,10
潘,19
入社,16
縮小,40
喪失,12
赤字,49
松尾,10
回収,51
圧迫,20
同会,52
安値,12
風潮,11
師範学校,212
ウ,130
無効,11
産商,11
該当者,11
塩蔵,40
大観,15
会頭,85
視察団,13
合意,16
組織化,33
リスク,11
借入,10
震,11
株主総会,24
表面化,21
益金,10
借入金,16
秘密,15
期間中,30
ミス,11
波及,12
増資,35
解消,36
債権者,11
暴落,18
先頭,14
クラブ,31
支持,21
申請書,22
昇格,14
事務員,18
本会,11
会費,15
審査,45
資格者,11
協議会,161
小口,12
酒造,16
サガレン,26
プロ,11
労務者,59
投機,10
先物,10
上場,10
理事長,25
監事,11
ひとり,10
初年度,21
痛手,14
引き金,11
活性化,13
施行規則,16
主流,22
物流,17
噸,46
上段,14
週,30
輸送量,10
定期便,47
獲得,45
老朽化,16
船体,17
矯龍,13
海丸,11
拡充,31
平民,49
黒字,11
大湊,11
スクーナー,15
隔日,16
日通,16
繁忙期,14
割引,15
顧客,17
保有,25
村井,11
下期,18
河村,10
他社,20
当社,13
船籍,15
受注,45
改造,24
夜学,16
永野,17
受容,15
授業,102
岩崎,28
川田,22
分社,11
傘下,23
周り,13
尋常,105
社屋,24
預金,52
分裂,10
値上げ,51
不能,20
各紙,14
実業界,12
末日,11
各方面,13
保護者,12
三吉,11
大倉,21
戦時下,41
学校長,36
終点,17
激化,13
創出,10
開戦,37
徴用,15
配船,11
中型,11
経費節減,12
地元紙,19
門司,13
日報,16
綿糸,11
なかば,26
依存,13
支部,247
末広,17
大家,16
中堅,15
笹野,16
運び,18
広谷,11
経営史,13
横ばい,13
遭難,15
新函館,34
魚商,24
従事者,13
後身,11
調査会,14
利益率,22
行軍,12
お金,14
発注,21
体験,16
あゆみ,39
日銀,34
精算,10
富豪,11
延期,18
有余,10
工程,10
百四十九,18
啓蒙,10
金融界,19
島原,17
臼杵,10
百十九,13
反動,20
両行,16
貧窮,11
タイプ,11
企業家,10
受渡,11
矢野,40
転機,11
時勢,10
北海道銀行,17
工業化,10
北海道拓殖銀行,18
倶楽部,141
講演,39
組織変更,13
戦勝,22
参入,21
適格,21
出資金,11
雰囲気,23
製網,30
燧,14
ウェルブ,14
修業,81
夫妻,17
ゴム,57
玉林,20
原材料,13
建築物,22
官立,33
製粉,12
精米,16
トムソン,12
部品,10
復旧,19
工員,14
ボストン,11
採氷,15
給仕,11
医療,25
発売,20
ゴミ,12
駐屯,13
売り上げ,17
徳太郎,15
人造,36
宣伝,43
医員,19
失業,31
清酒,16
売上高,64
鉄工業,13
有江,15
製作所,19
船台,12
一二,16
従業員,88
代用,18
値上がり,11
節約,16
コンクリート,55
読書,10
会長,124
康太郎,12
財界,24
電燈,12
悪臭,10
スコット,13
吉太,20
常務,29
末富,12
販売先,10
猟獲,14
少女,12
富永,14
青柳,22
石鹸,10
電灯,72
発電,11
水力,15
烏賊,20
釣漁,13
延縄,14
水産学部,13
日本水産,41
漁業法,19
漁業権,82
生鮮,38
定置網,13
把,11
監視船,10
塩辛,51
弥平,11
生涯,12
解禁,18
優先,12
漁区,174
デンビー,40
遠洋,21
初旬,10
運搬船,17
寅吉,11
朝鮮人,227
富山県,10
平次郎,14
小熊,139
幸次郎,13
豆粕,10
漁撈,27
地崎,32
莨,47
本当,10
ニコラエフスク,55
鮭缶,11
水域,26
オゼルナヤ,12
北区,10
密漁,16
借区,21
三陸,10
仲裁,12
猟場,12
保証金,12
奨励金,12
川端,15
キング,21
西海,12
銃手,12
分校,41
学力,24
廃校,27
就学,80
開校,100
教員,339
学校教育,52
学業,19
中学,48
教則,39
教科,59
数学,10
予科,24
月額,41
課程,45
在学,15
サルトフ,14
学科,48
学級,93
両校,17
校名,16
松蔭,20
学齢,27
児童,295
小学,97
公立小学校,56
専門学校,39
初等,38
学区,21
督励,10
学事,87
卒業生,66
学則,13
校則,13
休日,12
卒業後,25
募金,26
児,20
校内,10
満員,10
テーブル,27
常盤,20
同校,64
宿直,18
教育令,25
就学率,26
文部,44
全科,12
修了,14
修身,17
体操,15
学期,12
私立学校,11
記念誌,13
教育課程,35
高等,28
高等科,49
併設,12
学校令,109
教科書,13
尋常科,36
教養,24
訓導,12
道徳,16
根本,18
首相,22
勅語,26
付則,11
御真影,13
総務,14
義務教育,31
全廃,11
古川,14
父母,27
家庭,133
子ども,85
社団,11
学年,61
盲,31
盲唖,25
幼稚園,46
ドレーパー,12
訓,23
福祉,38
篠崎,25
清次,10
公会,17
運動会,14
催し,11
育児,51
開園,11
桜井,13
武藤,12
折り,12
教諭,21
小学校卒業,12
進学,34
専修科,18
演習,22
産業界,10
補習,71
徒弟,10
本校,14
卒業者,25
小学生,12
現役,10
感想,14
縁故者,15
キリスト,11
基督教,11
退学,13
庸,14
講習所,13
母胎,10
副会長,18
憲,19
岡野,21
敬,10
協,17
反省,10
会場,75
常会,32
分会,41
休止,10
定例会,14
休刊,17
機関誌,32
廃刊,33
新体制,12
言論,28
講習会,34
例会,17
習合,12
神道,181
宗教史,13
廃仏,11
毀釈,10
正覚,14
宗教界,27
営み,14
教部,32
取り調べ,14
檀家,19
本寺,10
教団,34
実践,68
葬祭,11
エネルギー,15
計画書,15
教院,13
競馬,22
自覚,16
社格,12
崇敬,14
兼題,10
壇,13
励,15
中教,16
大教,14
センター,34
担,14
苦難,12
邪宗,19
撤去,10
信教,15
教義,27
基督,20
空前,13
日曜日,13
大祭,10
クリスマス,18
日蓮宗,19
碧,19
血,20
コラム,50
戦没者,16
イベント,12
慰霊祭,10
法要,15
教派,40
悩み,10
黴,19
ばい,14
黴毒,19
寺崎,12
嘱託,15
寄附,11
つて,11
産婆,36
看護婦,39
検疫,16
死亡者,14
遺族,22
検疫所,12
引手,12
公娼,36
梅川,13
髪結い,12
解放,53
人身,23
宛て,12
正業,11
二業,11
制作,26
査閲,12
常次郎,28
谷口,10
慈恵,11
女工,39
開場,13
入場者,18
被服,14
悟,20
洋裁,10
洗濯機,35
被災,13
読売,33
縦覧,46
印刷所,19
活字,19
月賦,14
編集長,25
日刊紙,16
購読,11
購読者,16
部数,15
編集人,14
改題,19
警,10
めざまし,10
擁護,23
思い出,14
政友,36
幹事長,16
設立者,11
票,70
総選挙,31
立候補者,11
珍報,17
詩,40
楽器,10
読者,37
川柳,58
穂,11
画壇,22
入場料,14
写真家,12
交誼,19
齊,27
基金,14
寄贈,12
新製品,17
空き地,14
勤労,72
社会主義,52
気分,16
高揚,15
低賃金,15
労働争議,21
労働組合,194
ストライキ,43
争議,121
幸徳,10
北日本,50
訓育,25
淑夫,10
儀作,10
啄木,89
佐世保,10
戒厳令,10
要員,11
壮丁,25
師団,33
司令部,45
憲兵,23
徒歩,10
出征,16
終焉,10
榴弾砲,11
支部長,42
宣戦,17
月報,19
慰問,21
動員,59
軍人,59
出動,12
時局,24
市会議員,56
公友,14
選挙戦,13
会派,16
選考,28
亥,22
道会,11
発会,29
驛,33
髟,13
謾,31
蠖,14
ア,55
有権者,21
連合軍,11
タイ,44
藤村,11
公会堂,36
投票率,11
両派,11
恩賀,14
成金,24
製缶,14
海参,14
貝柱,16
冷凍,36
租借,16
仲立,11
卸売市場,24
高村,13
外国米,25
三菱商事,10
日産化学,12
燐鉱,12
中華,25
民国,10
大衆,61
日貨,38
排斥,39
対中,14
空缶,22
縲,621
関東州,18
大連,19
サハリン,14
タンク,32
太洋,28
大泊,16
石館,11
部会,14
航送,44
共進,16
幸一郎,39
鉄筋,35
式典,12
讌,19
ュ,102
ィ,36
ョ,27
鬘,16
ォ,94
電,179
家庭用,10
電力,75
製綿,14
蜃,44
鬢,54
ェ,35
瀬崎,11
家具,19
騾,34
竏単,43
槭,14
蟾,19
蝣,21
縺溘,36
i,26
豐,13
繝,27
驥,26
遏,11
荳,69
縺,62
蛻,36
r,34
謖,10
蝗,23
謨,12
ー,32
雋,18
ゥ,77
螢,26
阪,32
蜀,19
蜈,13
蜩,10
∝,34
蛹,20
l,17
√,70
繧医,13
螟,19
陦,10
蜷,45
縺吶,14
蝠,15
h,10
譁,24
br,16
貂,29
繧,96
繧後,39
竏,12
螳,12
繧九,16
逕,35
縺励,36
p,12
製菓,33
ビスケット,12
闊,20
譏,10
職場,43
硝子,10
缶,36
∽,19
燐酸,10
ウロコ,17
鉄工所,43
根岸,13
政次郎,10
タグボート,11
従業員数,12
合名,15
輌,12
機帆船,56
大成,10
航跡,15
連合国,22
配給,87
松次郎,16
特集,10
ペトロパブロフスク,14
紅鮭,20
紅,16
自動,20
蛟,11
莉,28
呵,11
陬,11
倥,14
雉,11
邱,10
逋,12
譛,60
オ,40
譌,52
溷,10
蟷,40
作平,13
浦塩,19
カム,12
信一郎,10
慎太郎,11
企業合同,15
東邦,14
年譜,11
発効,11
冷蔵,33
新教育,34
監修,13
壹,31
心身,17
柏野,25
校務,11
入営,13
祝賀,14
個性,14
二部,24
スポーツ,14
教職員,35
各界,14
文芸,18
時数,10
涵養,14
一貫,18
詔書,28
婦人会,54
旭川市,17
年生,42
主事,15
良作,22
孝三郎,14
市営,40
時半,22
基本計画,17
松風,12
吉谷,19
森一,17
温泉街,10
市当局,14
村長,14
陳情書,22
舗装,57
報償,54
連盟,113
講演会,33
労農,66
電車賃,10
乗車,10
穴水,11
声明,18
断線,21
鶴本,19
カフェー,24
市勢,29
センチ,32
v,21
j,24
防空,55
ソ連,248
米軍,30
空襲,64
防護,22
化学工業,18
夕刊,39
中小企業,14
母船,163
公定,11
共販,11
更生,12
漁業協同組合,29
日水,17
日産,11
小売商,12
百貨店,77
森屋,36
大震災,16
廉売,50
公設市場,21
売店,11
卸業,10
要綱,20
マーケット,12
商材,12
レッド,12
惣菜,10
オキ,14
貉,11
髢,18
蟶,13
豢,10
菫,14
散積,10
忠雄,15
排日,12
外米,15
マニラ,10
経済圏,16
蟹,14
発動機,24
重油,24
工船,15
蟹工船,20
イカ,157
油脂,30
三江,10
示威,10
会館,74
預金高,11
拓銀,10
豬,15
震災,14
イカ漁,16
店主,10
都道府県,25
会社員,11
老舗,11
棒二,20
就職,42
冷蔵庫,47
夂,15
搾,11
正宗,10
刑務所,14
日ソ,49
キロ,13
同期,10
栄養,20
オイル,18
独航船,107
繁華街,14
失業者,41
ソビエト,15
ウォーターフロント,11
機械化,19
拓,14
季節性,10
翔鳳,10
丸型,12
工業地帯,26
西埠頭,10
戦中,18
生活費,11
食堂,48
保線,13
慰安,21
サラリーマン,14
列車,59
スルメ,152
岐,14
相変わらず,11
披露宴,10
名物,11
ターミナル,12
商店街,37
市電,54
タクシー,23
ホーム,12
北海道開発,17
メーカー,26
駐車場,13
飛行場,20
飛行機,10
飛行,11
円山,17
協同組合,38
ダイヤ,16
公社,11
電停,12
日本軍,20
リューリ,23
大使館,16
アコ,11
合同会社,10
公海,51
減船,11
亡命,21
デモクラシー,16
芸術,29
剛健,11
勤勉,11
義捐,12
音楽会,44
国語,10
画会,19
青少年,20
青年団,21
財団法人,16
給食,29
女中,10
労務,15
長期欠席,14
学徒,15
総動員,22
娯楽,28
ポスター,11
遥拝,16
参拝,13
ライオン,14
女給,29
バー,10
街頭,16
音楽,97
主婦,23
放送,51
港まつり,17
交通事故,10
道新,735
作詞,10
レコード,32
北海道新聞社,18
洋装,10
ダンスホール,13
売場,14
実演,12
∫,31
亊蜥,16
映画館,36
観客,12
公演,23
朝刊,21
警官,13
鑑賞,11
演奏,17
銃後,13
深夜,12
慰霊堂,12
共愛,29
自宗,61
蕗,10
私たち,12
金光教,40
天理教,49
新宗教,48
御嶽,12
祈念,28
護持,10
平癒,19
スパイ,10
莠,21
霊友,11
佼成,10
トラピスト,18
ゾーン,13
検挙,40
家計,16
救護,21
撒布,16
厚生,17
紹介所,21
後援会,15
闇,30
蜉,11
求人,23
求職者,13
市営住宅,16
作家,57
共産,15
母子,29
コンクール,13
歌壇,30
短歌,33
郁雨,11
苜蓿,15
詩人,12
歌集,13
中学生,12
歌誌,15
夜光,10
口語,10
安保,13
翼賛,43
戦局,21
用紙,11
片平,10
民謡,15
作曲,13
童謡,10
港町,16
オーケストラ,12
アポロ,18
演奏会,35
音楽家,16
ピアノ,22
ダンス,18
交響,14
楽団,18
入選,27
軍国主義,12
マンドリン,12
ギター,12
オペラ,10
合唱団,27
報国,13
行進,19
NHK,19
同展,14
文化的,11
都市圏,10
カリキュラム,11
畫,13
洋画家,12
油彩,11
個展,16
美術館,31
受講,10
二科展,12
池谷,13
寅一,11
赤光,28
丸井,33
桐田,14
特高,30
芥川,12
選手,10
未亡人,11
アマチュア,18
カメラ,24
印画,12
写真展,15
朝夕刊,12
同胞,19
五稜郭公園,12
朝日,34
壊滅,16
高女,31
矯風,20
友愛,13
女医,11
女性史,29
国民学校,81
必勝,12
解雇,25
小作,23
ガール,13
シリーズ,10
車掌,16
買出し,10
メーデー,40
交換手,10
全協,26
婦選,13
スローガン,19
管制,13
チーム,23
ウィルソン,12
民主的,15
市議会,59
共産党,21
決議文,10
労使,14
左翼,19
市税,12
生協,10
臨時工,19
新党,10
焼却炉,14
策定,14
警防団,13
警防,12
戦力,10
回覧板,10
