noun,count,label
山田,104,Person
カムチャッカ半島,16,Location_Other
道内昆布産地,16,Ethnic_Group_Other
日本昆布大観,16,Book
会頭,120,Position_Vocation
会社役員,16,Position_Vocation
官選,24,Position_Vocation
海産物商,40,Position_Vocation
田中平八,32,Person
田中銀行,24,Company
藤田,48,Person
下村広敏,16,Company
広田,16,Person
下村,24,Person
日本昆布会社,16,Corporation_Other
日本昆布,40,Corporation_Other
金森回漕組,32,Product_Other
同国公使,16,Position_Vocation
清国商人,24,Position_Vocation
株主総会,120,Position_Vocation
生産者総代,16,Position_Vocation
伊藤一隆,48,Person
水産課長,16,Position_Vocation
内務,72,Position_Vocation
北村,16,Person
臨時株主総会,40,Position_Vocation
専務取締役,56,Position_Vocation
専務,264,Position_Vocation
横浜移転,24,Pro_Sports_Organization
抵当権,16,Doctrine_Method_Other
株券,32,Position_Vocation
すみやか,24,Doctrine_Method_Other
モデル,16,Position_Vocation
全国商工会,16,Government
商工会九十二年史,24,Printing_Other
農工商会,16,Company
小樽商業会議所,16,School
農工,16,Country
札幌商業会議所,16,School
広瀬,24,City
東平,32,Person
函館商法会議所,24,Plan
平田,136,Person
本州府県,16,Government
副会頭,48,Position_Vocation
和田元右衛門,24,Person
役員事務員,16,Position_Vocation
小川,328,Person
正副会頭,16,Position_Vocation
財部,16,City
函館物産商組合,24,Government
函館商工,16,GOE_Other
商業会議所,56,Position_Vocation
斉藤,160,Person
商工局長,16,Government
所得税法,16,Doctrine_Method_Other
小川為次郎,40,Person
相馬理三郎,40,Person
博多,16,City
会議所議員,16,Position_Vocation
米穀商,32,Position_Vocation
函館取引所,16,Plan
理事長,128,Position_Vocation
函館実業者便覧,16,Movie
東京米穀,16,GOE_Other
開港場間,24,Location_Other
函館赴任,16,Zoo
函館樺太,32,City
2000トンクラス,16,Volume
関東市場,32,Domestic_Region
太平洋郵船,16,War
横浜函館,24,City
函館横浜,64,Port
函館居留,24,Ethnic_Group_Other
国際線,16,Country
咸臨丸,88,Ship
昇平丸,32,Person
道内沿岸,16,Domestic_Region
北海丸,104,Ship
庚午丸,128,Ship
ケプロン,56,Person
矯龍丸,80,Ship
東京函館,32,Province
道内諸港,16,Sea
稲川丸,64,Ship
弘明丸,64,Ship
雷電丸,32,Ship
開拓使船,24,Sea
外国人乗組員,16,Position_Vocation
航海士,32,Person
機関長,16,Position_Vocation
函館丸,56,Ship
函館関係,16,Earthquake
武田,16,Person
門下生,64,Position_Vocation
開拓使付属,32,Natural_Phenomenon_Other
函館支庁所管,24,Public_Institution
白峰丸,16,Ship
辛未丸,24,Ship
千島丸,24,Ship
函館出港,16,Earthquake
道内海運,16,Book
開拓使付属船,32,Natural_Phenomenon_Other
時任権大書記官,16,Printing_Other
道内各港,16,Domestic_Region
函館大間,32,Port
津軽米,16,Food_Other
積み出し港,16,Archaeological_Place_Other
青森便,16,Port
函館青森,96,Port
函館安渡,16,Domestic_Region
函館出帆,16,Book
三菱船,24,Company_Group
マギーローダー号,32,Company
ジョンウィル,16,Person
青開,24,Nature_Color
三上,48,Person
卯左衛門,16,Position_Vocation
ブラキストン,24,Animal_Part
通商,16,Country
新潟便,16,Domestic_Region
函館東京,40,Port
渡辺治右衛門,24,Person
河村,56,Person
通済丸,16,Ship
田中治郎,16,Person
海難事故,16,Incident_Other
久丸,16,City
函館商船学校,80,Worship_Place
西洋型帆船,32,Academic
漁業経営者,48,Position_Vocation
新興商人階層,16,Position_Vocation
三浦作次郎,16,Person
飯田重助,16,Person
相原寅之助,40,Person
山田竹次郎,16,Person
函館釧路,16,City
西洋形帆船,16,Color_Other
ウィル,24,Food_Other
西洋形,40,Nature_Color
岩崎弥太郎,48,Person
社主,40,Position_Vocation
石川七,32,Person
川田小一郎,16,Person
第一主義,40,Doctrine_Method_Other
岩崎,48,Person
東海丸,16,Ship
瓊浦丸,24,Ship
開拓使東京出張所,16,Treaty
寒風沢,16,Person
横浜函館線,16,Location_Other
指定業者,16,Position_Vocation
第一命令書,24,Doctrine_Method_Other
舟川,24,Port
朝鮮,40,City
北海道在住,24,Province
函館発着,24,Domestic_Region
敦賀丸,24,Facility_Other
二郎,32,Person
岸田,16,Person
安達,40,Person
川田,48,Person
菊池治郎右衛門,16,Person
愛宕丸,16,Ship
肥田,128,Person
駅逓局長,16,Position_Vocation
浪花丸,40,Ship
函館青森両港,16,Port
道内外,48,City
岩崎弥之助,16,Person
地場商人,16,Position_Vocation
高橋七十郎,16,Person
高橋,56,Person
長岡武兵衛,16,City
俸給,40,Product_Other
北海道運輸会社事業報告,16,Printing_Other
石狩丸,16,Museum
小室信夫,16,Person
馬越恭平,16,Person
大倉喜八郎,24,Person
副支配人,16,Position_Vocation
国後諸島,16,Continental_Region
函館経由,32,Domestic_Region
函館室蘭,16,Domestic_Region
山城丸,16,Ship
馬関,16,City
浜谷,16,Person
森岡,16,Person
少輔,16,Position_Vocation
北海道奥羽沿海商業之状況,16,Corporation_Other
神戸小樽,40,City
日露,64,Planet
バルチック艦隊,16,Worship_Place
徴用,24,Position_Vocation
荘田平五郎,16,Person
創立委員,16,Position_Vocation
横浜上海,16,Pro_Sports_Organization
長門丸,24,Ship
新潟丸,16,Ship
壱岐丸,16,Ship
直江津,16,City
神戸函館線,16,City
神戸便,16,Mountain
松前丸,56,Location_Other
函館上海,40,Port
青森函館,48,Port
神戸函館,24,City
旧三菱支社,16,Company
榊茂夫,32,Person
播磨丸,16,Ship
室蘭丸,24,Ship
三橋和太郎,16,Person
田辺,240,City
函館区統計表,16,Plan
函館神戸線,32,Station
東西両,16,Sea
小樽函館,16,Station
東北鉄道,24,Railroad
西海岸部,16,Organization_Other
門司,56,Station
ウラジオストク,296,City
田子浦丸,16,Ship
青森室蘭,32,Port
陸奥丸,16,Facility_Other
神戸函館小樽,16,City
函館小樽線,32,Domestic_Region
実利実益北海道案内,16,Product_Other
阪神,24,Domestic_Region
千島冬季航海,16,Ethnic_Group_Other
稚内網走,16,Station
受命者,16,Position_Vocation
若松忠次郎,16,Person
小樽稚内,24,Station
函館大津,40,City
広尾,32,City
飯岡回漕店,16,GOE_Other
服部次郎,24,Person
恵比須丸,24,Ship
末広丸,40,Ship
能登善吉,16,Person
道内航路,16,Mountain
係わり,32,Mammal
大阪商船,96,Domestic_Region
大家七平,16,Company
交通丸,16,Ship
荻野喜兵衛,24,Person
渡島丸,64,Ship
村山紋太郎,40,Person
笹野栄吉,64,Person
滋賀県,24,Province
寄留,16,Person
中村庄兵衛,32,Person
笹野,32,Person
北海道丸,24,Sea
樺太漁業経営,16,Doctrine_Method_Other
函館汽船会社,24,Domestic_Region
広谷順吉,16,Person
北門丸,24,Ship
半田,16,City
坂出,16,City
広谷源治,72,Person
函館船籍,40,Domestic_Region
漁業家,96,Position_Vocation
函館器械製造所,24,Facility_Part
汽船矢越丸,16,Facility_Other
室蘭紋,16,GOE_Other
恵山丸,40,Ship
釧路地方,16,Domestic_Region
神威丸,16,Facility_Other
花咲丸,16,Ship
函館造船所,80,Port
函館豊川町,16,City
石垣隈,16,Ethnic_Group_Other
噴火湾汽船,24,City
松之丞,64,Position_Vocation
佐渡,72,City
仕込商人,40,Doctrine_Method_Other
函館魚商,24,GOE_Other
近海航路,48,Mountain
太政官札,64,Law
府県札,16,Domestic_Region
皇室,32,Family
うどん,16,Dish
私立三井銀行,16,Position_Vocation
国立銀行制度,16,Doctrine_Method_Other
大蔵省兌換証券,32,Corporation_Other
開拓使兌換証券,40,Doctrine_Method_Other
証券,40,Doctrine_Method_Other
三井家,40,Family
三野村利左衛門,32,Person
東京府下,16,GOE_Other
小野組,40,Person
三井小野,16,Station
国立銀行条例,32,GOE_Other
府県為替方,16,Corporation_Other
三井バンク,24,Company
東京府知事,16,GOE_Other
日銀,96,Company
北海道金融史,16,Corporation_Other
原田一典,16,Person
内務省勧商局,16,Government
榎本六兵衛門,16,GOE_Other
会所規則,16,Law
日本歴史,16,Book
函館両所,16,GOE_Other
兵火,24,Person
徳島,16,City
和歌山,32,Province
フランクフルト,24,City
本間,96,Person
寺島,24,Person
ブラキストン証券,16,Company
大阪府,16,Province
明治維新政府,24,Political_Organization_Other
イングランド銀行,16,Company
公債証書,16,Product_Other
函館第百四十九国立銀行,16,GOE_Other
村尾,80,Person
両氏,16,Position_Vocation
京都第百五十三国立銀行,16,Public_Institution
経営者,208,Position_Vocation
為替取引,16,Doctrine_Method_Other
江湖組,32,GOE_Other
小美田利,40,Person
島原,72,City
稲葉,16,Person
函館銀行,144,Government
村瀬,24,Person
稲葉頼,16,Person
実相寺利,16,Person
三菱銀行史,16,Organization_Other
渡辺享,16,Person
第百十九国立銀行,16,Government
第四十四国立銀行,24,Government
伊達家,16,Family
安田善次郎,72,Person
安田系,56,Person
第三国立銀行,24,Government
樺戸,16,City
硫黄山,16,Mountain
大蔵大臣,40,Government
東京支店,32,Province
小樽支店,72,GOE_Other
第三銀行,56,Company
日清戦,16,Event_Other
岡本忠蔵,48,Person
卯三郎,16,Person
斎藤又右衛門,24,Person
函館貯蓄銀行,112,Product_Other
慶応義塾,16,GOE_Other
中上川,48,Person
藤山雷太,24,Person
紋別,24,City
組織変更,56,Position_Vocation
小樽出張所,16,Public_Institution
札幌出張所,16,Public_Institution
明治末年,48,Event_Other
善次郎,56,Person
硫黄鉱山事業,16,Law
製紙業,16,Material
函館製革所,24,School
中野才吉,24,Person
保倉,16,Person
仁三郎,24,Position_Vocation
懲役囚,16,Offense
半年,16,Animal_Part
民事課勧業係,16,Law
中村昌吉,24,Person
一ノ瀬忠一,16,Person
築地,24,City
長靴,32,Clothing
小川長之助,32,Person
玉林,88,Theory
白楊,16,City
軸木,24,Material
勧業政策,16,Plan
監獄署,16,Public_Institution
道産,16,City
トムソン,80,Province
ロンドン,40,City
御船製造所,16,GOE_Other
加納,16,Person
地先海面,16,Mountain
出願者,24,Product_Other
島野造船所,32,City
七尾,16,City
桐野,72,Person
榎本海軍卿,16,Political_Organization_Other
技術顧問,16,Position_Vocation
平田兵五郎,32,GOE_Other
三菱函館為換店,16,Domestic_Region
ボストン,32,City
愛知,40,City
漢学,56,Person
シモンズ,24,Person
中川,216,Person
ボストン氷,32,Plan
青森市,48,Province
実業家,48,Position_Vocation
氷室,56,Person
柳田,40,Person
函館氷製造場,24,Event_Other
産出量,16,Doctrine_Method_Other
函館氷,56,Zoo
ボストン社,16,Province
ジャパン,32,Country
藤助,16,Position_Vocation
薬剤師,24,Position_Vocation
大矢佐市,40,Person
浅田清次郎,16,Person
小沼庄助,16,Person
栃木,32,City
人造氷,32,Material
医員,64,Organization_Other
函館支庁統計概表,32,Plan
清酒,48,Dish
東出長四郎,16,Person
石黒源吾,16,Person
有江金太郎,16,Person
牛皮,16,Material
製作所,40,Company
曙町,40,Station
委員長,176,Position_Vocation
営業収支予算,16,Government
函館船渠設置之沿革,24,GOE_Other
道庁長官,24,Government
海軍大臣,16,Position_Vocation
東京発起人会,32,Position_Vocation
東京委員会,16,Public_Institution
事業報告書,32,Printing_Other
日本勧業銀行,24,Corporation_Other
石黒,16,Person
加藤,112,Person
横浜船渠,16,Pro_Sports_Organization
会長,664,Position_Vocation
大倉,72,Person
樺太漁業家,16,GOE_Other
大阪酒,24,Province
越後酒,32,Port
大山酒,16,Mountain
西宮,16,City
千石,16,Person
函館麦酒,16,School
小菅,16,Person
種田,16,Person
徳之,16,Position_Vocation
水嶋,16,Person
水沢,16,City
スコット,80,Person
東京機械網会社,24,GOE_Other
内山,208,Person
吉太,16,Title_Other
常務取締役,72,Position_Vocation
末富孝次郎,24,Person
仙台市,40,City
大川通,16,Facility_Other
松下熊槌,16,Book
帝国水産株式会社,48,GOE_Other
松下,32,Company
職工,16,Position_Vocation
ロンドン市場,16,Corporation_Other
関西地方,40,Domestic_Region
ハウル商会,64,GOE_Other
下北,16,City
五稜郭氷,16,Zoo
函館天然氷,16,Archaeological_Place_Other
函館電燈,16,Port
火力発電,24,Doctrine_Method_Other
爾志郡,16,Province
福島郡,16,County
漁場統制制度,16,Doctrine_Method_Other
漁業組合準則,24,Doctrine_Method_Other
水産談話会,16,Government
鰯粕,16,Food_Other
松前郡,32,Province
乗組漁夫,16,Person
海面令,24,Law
塩辛,264,Dish
越前地方,16,Domestic_Region
北海道産鯣,24,Dish
神戸商人,16,GOE_Other
北海道漁業志要,40,Printing_Other
千島樺太交換条約,16,Ethnic_Group_Other
ロシア両国,16,Country
伊達栖原,24,Person
木田長右衛門,40,Person
山口徳蔵,16,Person
永野弥平,64,Person
コルサコフ港,16,Port
日本領事館,16,Government
沿海州,16,Person
軍務知事,16,Position_Vocation
陸軍,24,Title_Other
少佐,16,Position_Vocation
シスカ,24,Person
海産仮規則,16,Doctrine_Method_Other
漁業権,40,Doctrine_Method_Other
デンビー,168,Ethnic_Group_Other
クラマレンコ,16,Flora
サガレン島,32,Island
サガレン島漁業組合,16,Continental_Region
コルサコフ領事,16,Position_Vocation
大和船,16,GOE_Other
デンビー商会,88,Corporation_Other
富山県,48,Province
愛媛,24,City
滋賀,16,Province
三重県,16,Province
函館商業会議所議員,16,School
鰊漁場,32,Corporation_Other
桂久蔵,24,Person
人造肥料,16,Doctrine_Method_Other
575859,16,Phone_Number
大日本水産会報,24,Printing_Other
鮭鱒漁場,32,Fish
ルーブル,24,Museum
青田相場,16,God
山本巳之助,16,Person
樺太と漁業,16,Occasion_Other
網倉,16,Person
鮭鱒鰊,16,Fish
アムール河,24,Food_Other
日本人漁業者,168,Continental_Region
プード,16,Dish
黒龍江,32,Person
鮭缶詰,72,Dish
極東地方,16,Domestic_Region
ロシア人漁業者,40,Political_Organization_Other
沿海州産塩鮭鱒,16,Dish
カムチャツカ半島,56,Continental_Region
日本人出漁者,32,Occasion_Other
大尉,16,Position_Vocation
ラッコ,40,Mammal
ボーチカ漬け,16,Dish
ロシア人漁業家,80,GOE_Other
塩蔵鮭鱒,72,Dish
カムチャツカ,152,Province
北区,40,City
漁業仮規則,16,Doctrine_Method_Other
カムチャツカ出漁,24,Religious_Festival
出漁者,48,Doctrine_Method_Other
日本人船員,16,Position_Vocation
日本人漁業,32,Continental_Region
ロシア人漁場主,72,GOE_Other
カムチャツカ半島東海岸,16,Continental_Region
オリュートル,16,City
ベーリング海,56,Sea
オットセイ猟,40,Event_Other
金華山,16,Mountain
ラッコオットセイ猟,80,Animal_Disease
鮭鱒漁業,40,Dish
千島列島全域,16,Island
ラッコオットセイ,16,Fish
ラッコオットセイ猟業,24,Animal_Disease
遠洋漁業奨励法,32,Political_Organization_Other
小川漁業部,24,GOE_Other
水夫長,40,Position_Vocation
銃手,24,Position_Vocation
歩合給,16,Doctrine_Method_Other
料理人,16,Position_Vocation
西海丸,64,Ship
漁撈長,24,Position_Vocation
愛知県,24,Province
日丸,16,Ship
水夫長兼銃手,16,Position_Vocation
岡山県,24,Province
三陸,32,City
553頭,16,N_Animal
奉行所内学問所,16,Law
郷塾,24,Person
英学,24,Person
助教,16,Position_Vocation
開拓使立,40,Academic
中央庁,16,Government
函館学校,72,School
教員,712,Position_Vocation
布達文,16,Rule_Other
ロシア語科,80,Academic
ロシア語,48,National_Language
スタッフ,32,Position_Vocation
三野又一,16,Person
日本人スタッフ,16,Position_Vocation
東京仮学校,16,School
サルトフ,88,Position_Vocation
開成学校,16,Academic
東京外国語学校,32,School
休校,40,Animal_Disease
諸岡篤三,16,Person
ロシア語学校,24,Continental_Region
富岡学校,40,GOE_Other
城谷,56,Person
小学科,24,Academic
英語数学,16,National_Language
松蔭学校,24,Position_Vocation
元町学校,32,GOE_Other
近代学校教育制度,16,Doctrine_Method_Other
東京上,16,City
学務世話係,24,Position_Vocation
会所学校,88,Position_Vocation
住吉学校,16,Family
魁文社,32,Facility_Part
文部,200,Person
学務委員,40,Position_Vocation
正則,24,Person
松蔭,24,Position_Vocation
内澗,16,Person
常盤,56,Person
石井,48,Person
平塚,72,Person
函館公立女学校,16,GOE_Other
私立学校,32,Organization_Other
カトリック,32,Academic
教育施設,16,Food_Other
小学教則,16,Doctrine_Method_Other
中等科,24,School_Age
住吉東川,16,Person
函館女子小学校,24,School
住吉小学校,24,Ethnic_Group_Other
沖田,16,Person
森有礼,24,Person
帝国大学,32,School
全道郡区長,16,Government
簡易科,16,Academic
函館教育協会雑誌,104,Corporation_Other
長谷川孝,16,Person
校長,312,Position_Vocation
小学簡易科,16,Doctrine_Method_Other
首相,80,Position_Vocation
函館女子高等小学校,48,School
御真影,40,Product_Other
府県知事,16,Government
北海道庁学事年報,16,Corporation_Other
全面改定,16,Event_Other
義務教育,144,Doctrine_Method_Other
函館区事務報告,32,Plan
函館女学校,24,School
4年制,32,Doctrine_Method_Other
古川,16,Person
低所得者層,16,Doctrine_Method_Other
女子教員,24,Position_Vocation
監事,48,Organization_Other
大谷,32,City
イギリス人宣教師,16,Position_Vocation
文部省直轄,16,Government
東京盲唖学校,16,School
ドレーパー,24,Person
ワドマン,16,Person
函館訓盲院,16,School
院長,144,Position_Vocation
訓盲会,24,Position_Vocation
卒業生,160,Position_Vocation
教育者,24,Position_Vocation
桜井ちか,16,Person
武藤,80,Person
桜井,24,City
キリスト教主義,16,Doctrine_Method_Other
保母,32,Position_Vocation
函館幼稚園,72,Port
体育,40,Academic
函館商業学校,184,School
助手,16,Position_Vocation
嘯山,16,Mountain
東京商業学校,16,School
高等中学校,24,School_Age
北海道庁立,16,Public_Institution
北海道庁立函館商業学校,16,Government
教諭,48,Position_Vocation
函館商業学校卒業生,16,School
卒業式,32,Occasion_Other
2科,16,Organization_Other
井上毅,16,Person
商業専修科,16,Position_Vocation
内務両大臣,16,Position_Vocation
東京商船学校,48,Facility_Part
三菱商船学校,16,Company_Group
中山信成,16,Person
小学生,56,School_Age
助教諭,16,Position_Vocation
中里,16,Person
小学中等科卒業以上,16,School_Age
道庁所管,16,Public_Institution
函館商船,32,Worship_Place
函館分校,104,Domestic_Region
津田,16,Person
子女,16,Position_Vocation
高等女学科,16,Academic
5年制,16,Doctrine_Method_Other
函館師範学校,120,School
プロテスタント,48,Doctrine_Method_Other
ハンプトン,16,Person
地方長官,32,Position_Vocation
東京師範学校,48,GOE_Other
手習師,16,Position_Vocation
自費生,40,Doctrine_Method_Other
官費生,56,Position_Vocation
中里方精,16,Person
全科卒業生,16,Position_Vocation
小学教員,16,Position_Vocation
師範学科,16,Flora
函館師範学校教諭,16,Position_Vocation
函館師範学校第一年報,16,Book
各大学区本部,16,Public_Institution
野口源之助,16,Person
山崎清,16,Person
講師,256,Position_Vocation
有資格教員,16,Position_Vocation
小学校教員,56,Position_Vocation
文部大臣,40,Position_Vocation
師範,48,Position_Vocation
視学官,16,Position_Vocation
女子師範,32,Position_Vocation
村岡素一郎,32,Person
函館教育協会,352,Corporation_Other
函館教育協会沿革史,32,Corporation_Other
北海道学事新報,176,Corporation_Other
副会長,112,Position_Vocation
岡野敬,56,Person
岡野,88,Person
富岡町5番地,16,Domestic_Region
函館区外,16,Domestic_Region
前田憲,16,Person
戸井分会,32,GOE_Other
磯谷分会,24,Person
常会員,16,Position_Vocation
村岡,16,Person
札幌教育会,16,Government
北海道教育会,40,Corporation_Other
夏期講習会,16,Occasion_Other
神道,512,Organization_Other
神仏分離政策,32,Law
藤枝,40,Person
天神,24,City
住職,32,Position_Vocation
金毘羅宮,24,Natural_Phenomenon_Other
江差正覚,16,Worship_Place
教部省,224,Government
小樽高島村,16,City
近代宗教史,32,Doctrine_Method_Other
宗教史,64,Mountain
札幌神社,88,Worship_Place
江差正覚院,16,God
天台宗,40,Product_Other
キリスト教文化,32,Culture
対キリスト教,16,Animal_Disease
仏教寺院,288,Worship_Place
北海道寺院沿革誌,16,Corporation_Other
本寺,16,Position_Vocation
松前城下寺院,32,Event_Other
泉涌寺,16,City
増上寺,24,Worship_Place
開化,32,Person
近代,40,Country
第3次開教,24,Event_Other
近代宗教界,16,Doctrine_Method_Other
元宮八幡,16,Mountain
明治17年以後,16,Conference
近代天皇制,464,Position_Vocation
近世幕藩体制,16,Doctrine_Method_Other
北海道函館,16,Province
講義訓導,32,Position_Vocation
教導職,64,Position_Vocation
中教院,56,Worship_Place
函館宗教界,40,Ethnic_Group_Other
講幹,24,Clothing
講殿,16,Flora
神座,16,Pro_Sports_Organization
教徒,16,Political_Organization_Other
函館中教院,56,School
常務,64,Position_Vocation
大教院,24,Facility_Other
浄土真宗,48,City
函館キリスト教史,16,Ethnic_Group_Other
キリスト教受容,24,Doctrine_Method_Other
仙台県,16,Province
今田,16,Person
開拓使－,40,Natural_Phenomenon_Other
日本聖公会,24,Facility_Other
久保田恭平,16,Person
天主公,64,Political_Organization_Other
ハリストス正教,24,Doctrine_Method_Other
日本基督,16,Show_Organization
天主,32,Person
クリスマス,80,Religious_Festival
国家神道,112,Political_Organization_Other
松尾日隆,32,Person
函館別院,16,Position_Vocation
岡崎,24,Person
檀信徒,16,Political_Organization_Other
烏有,16,Person
別院,16,Position_Vocation
教導職廃止,16,Printing_Other
教導職廃止以後,16,Printing_Other
函館護国神社,32,Mountain
目玉,40,Animal_Part
官軍,16,Political_Organization_Other
函館人,32,Ethnic_Group_Other
傷病乗組員,16,Position_Vocation
アメリカ人医師,24,Position_Vocation
西洋医学,32,Academic
日本人医師,16,Position_Vocation
永井玄,16,Person
阿部龍夫,32,Person
市立函館病院百年史,16,Plan
橋本龍三,16,Person
北川,16,Person
札幌病院,24,GOE_Other
副院長,16,Position_Vocation
深瀬鴻,40,Person
医員たち,24,Position_Vocation
函館病院医員,16,GOE_Other
佐藤廉,16,Person
嘱託,64,Position_Vocation
後藤厚,32,Person
後藤,24,Person
与一郎,32,Position_Vocation
鳥潟精一,16,Person
宍戸精,16,Person
田中尭,16,Person
田沢謙,40,Person
赤城昌英,24,Mountain
黴毒患者,16,Position_Vocation
外来患者,16,Position_Vocation
施療院,16,Doctrine_Method_Other
内務省史,16,Government
医制,24,Position_Vocation
漢方医,64,Flora
医者,48,Position_Vocation
外科,24,Academic
医学教授,16,Position_Vocation
東北各県,24,Domestic_Region
洋医,24,Position_Vocation
折衷,16,Person
歯科医,40,Position_Vocation
北海道庁衛生年報,16,Corporation_Other
看護婦,208,Position_Vocation
後藤新平,40,Person
祈祷師,24,Position_Vocation
遊女屋,32,City
新築島,16,Island
遊里,40,Location_Other
髪結い,24,Position_Vocation
マリアルーズ号事件,24,Person
抱え主,40,Political_Organization_Other
賃金労働者,16,Position_Vocation
奴隷,32,Position_Vocation
ペルー,16,Country
マリアルーズ,16,Person
公娼制度,64,Doctrine_Method_Other
司法省令,16,Law
旧主,32,Position_Vocation
駒止町,16,Flora_Part
三業規則,24,Doctrine_Method_Other
三業,24,Name_Other
警視庁,48,Government
貸座敷,16,Position_Vocation
遊女屋税,16,Earthquake
蓬莱町遊郭,16,Position_Vocation
女紅場,104,Law
女紅,72,Position_Vocation
富田五三郎,16,Person
槙山淳道,24,Person
北海道庁時代,16,Government
里子,16,Person
仲山与七,24,Person
上田大法,32,Natural_Disaster
寺井四郎,32,Person
函館慈恵院,16,School
阿部ハル,16,Person
ハル,24,Person
大審院,40,Product_Other
坂井,56,Person
山田精一,24,Person
函館控訴院,16,Public_Institution
安井,32,Person
娼妓取締規則,16,Offense
石川喜八,16,Person
印刷所,16,Sports_Facility
青森日新,16,Museum
青江,48,Person
伊藤鋳,16,Person
青森新聞社,24,GOE_Other
編集長,104,Position_Vocation
佐久間健寿,16,Mountain
画業,16,Person
日本美術協会,24,Position_Vocation
野村庸,40,Person
社告,16,City
仮編集長,16,Position_Vocation
印刷長,16,Position_Vocation
記者,256,Position_Vocation
出戸栄松,24,Person
編集人,96,Position_Vocation
函館師範学校付属小学校,24,School
野村,24,Person
主幹,56,Position_Vocation
立憲改進,32,Law
真島,24,Person
主筆上島,24,Person
犬養毅,16,Person
巴港社,16,Port
小新聞,16,Organization_Other
めざまし新聞社,16,GOE_Other
日刊紙,16,Government
片岡健吉,24,Person
めざまし,16,Pro_Sports_Organization
函館船渠会社,40,GOE_Other
工藤忠兵衛,16,Person
石坂嘉蔵,16,Person
北海新聞社,40,Company
斎藤和太郎,16,Person
成田,16,City
函館案内,24,Facility_Other
函館商業新報,16,Company
蝦夷日報,16,GOE_Other
蝦夷日報社,16,Company
川上嘉吉,40,Person
岩淵吉太郎,16,Person
阿部小一郎,16,Person
函館公論,48,Company
衆議院議員選挙,80,Event_Other
立憲政友会,32,Government
函館日日新聞,72,GOE_Other
内山吉太,16,Person
函館公論社,16,Company
明六雑誌,16,Book
団団珍聞,16,Book
巴珍報,120,Book
日本画家,88,Position_Vocation
平福,16,Person
平福穂庵,24,Flora
穂庵,32,Product_Other
中央画壇,64,Position_Vocation
函館繁昌記,16,Occasion_Other
保証金供託不能,16,Product_Other
東京地区,24,Province
巴冊子,32,Product_Other
抱月亭,16,GOE_Other
初編,16,Person
写真家,48,Position_Vocation
魁文,16,Incident_Other
千葉重吉,16,Person
佐久間市五郎,16,Person
齊会,24,Corporation_Other
中心メンバー,16,Position_Vocation
課長,48,Position_Vocation
函館区共有書籍庫,24,Public_Institution
函館新聞社,112,Company
函館書籍館,16,Company
庁立函館商業学校,16,Government
第二館,16,Facility_Part
立函館商業学校,40,Doctrine_Method_Other
浅草,24,City
浅田,120,Person
果実,16,Flora_Part
バラ,16,Flora
学校教員,16,Position_Vocation
函館山々麓,16,City
江差役所,16,Public_Institution
労働争議,160,Position_Vocation
片山潜,24,Treaty
安部磯雄,48,Person
片山,32,Person
幸徳秋水,48,Person
社会主義,248,Doctrine_Method_Other
北日本新聞社,24,Company
新聞記者,32,Position_Vocation
堺利彦,16,Person
無政府主義,16,Music
知識人,16,Position_Vocation
ロシア革命,88,Event_Other
函館平民新聞読者会,32,GOE_Other
篠崎,112,Person
訓盲院,24,Organization_Other
高林庸,16,Person
社会主義者,24,Drug
西川光二郎,32,Position_Vocation
函館平民倶楽部,16,GOE_Other
豊吉,24,Person
渋民村,16,City
啄木,400,Person
函館要塞,256,Facility_Other
要塞地帯法,32,Law
戒厳令,72,Law
護衛兵,24,Position_Vocation
函館砲隊,24,Archaeological_Place_Other
函館連隊区司令部,16,Public_Institution
函館憲兵分隊,32,Position_Vocation
函館要塞砲兵大隊,64,GOE_Other
陸軍築城部,32,Event_Other
函館要塞築城事務所,16,GOE_Other
大倉組,56,River
函館要塞司令部,48,GOE_Other
司令部,40,Position_Vocation
要塞司令官,56,Position_Vocation
要塞司令部,64,Position_Vocation
勅令第176号,16,Law
函館要塞司令官,32,GOE_Other
函館支部長,48,City
函館商業会議所月報,16,School
佐世保,40,City
銭亀沢村,72,Person
要塞地帯法違反,32,Law
現役兵,24,Position_Vocation
壮丁,48,Position_Vocation
札幌区,24,Domestic_Region
小樽区,16,Public_Institution
内務部長,16,Position_Vocation
常設委員,32,Position_Vocation
函館支庁長龍岡信熊,16,Public_Institution
自治区制,16,Doctrine_Method_Other
渋谷金次郎,24,Person
馬場民,16,Facility_Other
政友会函館支部,88,Organization_Other
函館初,48,School
公友会,56,GOE_Other
末広直方,16,City
山田邦彦,16,Person
末広区長,16,Position_Vocation
満場一致,72,Position_Vocation
区長職,16,Position_Vocation
與兵衛,16,Port
交渉委員,40,Position_Vocation
新区長,24,Position_Vocation
北守,72,Person
区会議員協議会,32,Conference
出席議員全員,16,Position_Vocation
林区長,16,Position_Vocation
渋谷,104,City
広瀬孝作,24,Person
神山和雄,24,Person
議員協議会,48,Conference
委員会委員長,16,Position_Vocation
末永,56,Person
北門倶楽部,104,Doctrine_Method_Other
黒金泰義,48,Person
無記名投票,16,Doctrine_Method_Other
銓衡,16,Person
沖縄県,48,Province
市長選挙,40,Position_Vocation
西岡実太,40,Person
西岡,88,Person
樺太庁,40,Government
西岡昇任,16,Person
市会議員選挙,48,Event_Other
教育社会課,16,Government
