a,b,c,d,e,f,g,h,i,j,k,l,m
姥神大神宮　本殿,,,10,名詞,固有名詞,地域,一般,*,*,姥神大神宮　本殿,*,*
姥神大神宮　拝殿,,,10,名詞,固有名詞,地域,一般,*,*,姥神大神宮　拝殿,*,*
天満宮,,,10,名詞,固有名詞,地域,一般,*,*,天満宮,*,*
折居社,,,10,名詞,固有名詞,地域,一般,*,*,折居社,*,*
石碑「鈴鹿甚右衛門之碑」,,,10,名詞,固有名詞,地域,一般,*,*,石碑「鈴鹿甚右衛門之碑」,*,*
北海道始祖折居社旧跡,,,10,名詞,固有名詞,地域,一般,*,*,北海道始祖折居社旧跡,*,*
アネロイド気圧計,,,10,名詞,固有名詞,地域,一般,*,*,アネロイド気圧計,*,*
江差港防波堤跡,,,10,名詞,固有名詞,地域,一般,*,*,江差港防波堤跡,*,*
沖ノ口役所跡,,,10,名詞,固有名詞,地域,一般,*,*,沖ノ口役所跡,*,*
馬岩,,,10,名詞,固有名詞,地域,一般,*,*,馬岩,*,*
瓶子岩,,,10,名詞,固有名詞,地域,一般,*,*,瓶子岩,*,*
厳島神社　手水石,,,10,名詞,固有名詞,地域,一般,*,*,厳島神社　手水石,*,*
厳島神社　鳥居,,,10,名詞,固有名詞,地域,一般,*,*,厳島神社　鳥居,*,*
厳島神社,,,10,名詞,固有名詞,地域,一般,*,*,厳島神社,*,*
石碑「尾山徹三先生之墓」,,,10,名詞,固有名詞,地域,一般,*,*,石碑「尾山徹三先生之墓」,*,*
霰庵の句碑,,,10,名詞,固有名詞,地域,一般,*,*,霰庵の句碑,*,*
石碑「江差追分節記念碑」,,,10,名詞,固有名詞,地域,一般,*,*,石碑「江差追分節記念碑」,*,*
旧中村家住宅,,,10,名詞,固有名詞,地域,一般,*,*,旧中村家住宅,*,*
旧檜山爾志郡役所庁舎,,,10,名詞,固有名詞,地域,一般,*,*,旧檜山爾志郡役所庁舎,*,*
八雲開墾記念碑,,,10,名詞,固有名詞,地域,一般,*,*,八雲開墾記念碑,*,*
御即位記念碑,,,10,名詞,固有名詞,地域,一般,*,*,御即位記念碑,*,*
いかつりの句碑,,,10,名詞,固有名詞,地域,一般,*,*,いかつりの句碑,*,*
立待岬の碑,,,10,名詞,固有名詞,地域,一般,*,*,立待岬の碑,*,*
桜記念植樹（碑）,,,10,名詞,固有名詞,地域,一般,*,*,桜記念植樹（碑）,*,*
碧血碑　門燈,,,10,名詞,固有名詞,地域,一般,*,*,碧血碑　門燈,*,*
碧血碑　三重塔,,,10,名詞,固有名詞,地域,一般,*,*,碧血碑　三重塔,*,*
宮本小一の詩碑,,,10,名詞,固有名詞,地域,一般,*,*,宮本小一の詩碑,*,*
サイベ沢埋立道路開通記念碑,,,10,名詞,固有名詞,地域,一般,*,*,サイベ沢埋立道路開通記念碑,*,*
弥生坂,,,10,名詞,固有名詞,地域,一般,*,*,弥生坂,*,*
千歳坂,,,10,名詞,固有名詞,地域,一般,*,*,千歳坂,*,*
船見坂,,,10,名詞,固有名詞,地域,一般,*,*,船見坂,*,*
魚見坂,,,10,名詞,固有名詞,地域,一般,*,*,魚見坂,*,*
常盤坂,,,10,名詞,固有名詞,地域,一般,*,*,常盤坂,*,*
姿見坂,,,10,名詞,固有名詞,地域,一般,*,*,姿見坂,*,*
幸坂,,,10,名詞,固有名詞,地域,一般,*,*,幸坂,*,*
日和坂,,,10,名詞,固有名詞,地域,一般,*,*,日和坂,*,*
基坂,,,10,名詞,固有名詞,地域,一般,*,*,基坂,*,*
東坂,,,10,名詞,固有名詞,地域,一般,*,*,東坂,*,*
青柳坂,,,10,名詞,固有名詞,地域,一般,*,*,青柳坂,*,*
あさり坂,,,10,名詞,固有名詞,地域,一般,*,*,あさり坂,*,*
護国神社坂,,,10,名詞,固有名詞,地域,一般,*,*,護国神社坂,*,*
谷地坂,,,10,名詞,固有名詞,地域,一般,*,*,谷地坂,*,*
南部坂,,,10,名詞,固有名詞,地域,一般,*,*,南部坂,*,*
二十間坂,,,10,名詞,固有名詞,地域,一般,*,*,二十間坂,*,*
チャチャ登り,,,10,名詞,固有名詞,地域,一般,*,*,チャチャ登り,*,*
大三坂,,,10,名詞,固有名詞,地域,一般,*,*,大三坂,*,*
八幡坂,,,10,名詞,固有名詞,地域,一般,*,*,八幡坂,*,*
シャルトル聖パウロ修道女会墓地／函館市の社会福祉事業の先駆者、スール・マリ・オネジムここに眠る,,,10,名詞,固有名詞,地域,一般,*,*,シャルトル聖パウロ修道女会墓地／函館市の社会福祉事業の先駆者、スール・マリ・オネジムここに眠る,*,*
旧東照宮と権現台場跡,,,10,名詞,固有名詞,地域,一般,*,*,旧東照宮と権現台場跡,*,*
大円寺,,,10,名詞,固有名詞,地域,一般,*,*,大円寺,*,*
厳律シトー会天使の聖母トラピスチヌ修道院,,,10,名詞,固有名詞,地域,一般,*,*,厳律シトー会天使の聖母トラピスチヌ修道院,*,*
湯の川温泉発祥の地碑,,,10,名詞,固有名詞,地域,一般,*,*,湯の川温泉発祥の地碑,*,*
箱館戦争と特別史跡五稜郭跡,,,10,名詞,固有名詞,地域,一般,*,*,箱館戦争と特別史跡五稜郭跡,*,*
啄木小公園,,,10,名詞,固有名詞,地域,一般,*,*,啄木小公園,*,*
千代ヶ岡陣屋跡,,,10,名詞,固有名詞,地域,一般,*,*,千代ヶ岡陣屋跡,*,*
中島三郎助父子最後之地,,,10,名詞,固有名詞,地域,一般,*,*,中島三郎助父子最後之地,*,*
亀田八幡宮,,,10,名詞,固有名詞,地域,一般,*,*,亀田八幡宮,*,*
北海道写真発祥の地碑,,,10,名詞,固有名詞,地域,一般,*,*,北海道写真発祥の地碑,*,*
豊川稲荷神社,,,10,名詞,固有名詞,地域,一般,*,*,豊川稲荷神社,*,*
旧函館郵便局舎,,,10,名詞,固有名詞,地域,一般,*,*,旧函館郵便局舎,*,*
高田屋屋敷跡,,,10,名詞,固有名詞,地域,一般,*,*,高田屋屋敷跡,*,*
高田屋嘉兵衛銅像,,,10,名詞,固有名詞,地域,一般,*,*,高田屋嘉兵衛銅像,*,*
高橋掬太郎歌碑,,,10,名詞,固有名詞,地域,一般,*,*,高橋掬太郎歌碑,*,*
与謝野寛・晶子の歌碑,,,10,名詞,固有名詞,地域,一般,*,*,与謝野寛・晶子の歌碑,*,*
函館市民憲章碑（函館公園内）,,,10,名詞,固有名詞,地域,一般,*,*,函館市民憲章碑（函館公園内）,*,*
宮崎郁雨の歌碑,,,10,名詞,固有名詞,地域,一般,*,*,宮崎郁雨の歌碑,*,*
石川啄木一族の墓,,,10,名詞,固有名詞,地域,一般,*,*,石川啄木一族の墓,*,*
函館八幡宮,,,10,名詞,固有名詞,地域,一般,*,*,函館八幡宮,*,*
碧血碑,,,10,名詞,固有名詞,地域,一般,*,*,碧血碑,*,*
柳川熊吉翁の碑（柳川熊吉翁之寿碑）,,,10,名詞,固有名詞,地域,一般,*,*,柳川熊吉翁の碑（柳川熊吉翁之寿碑）,*,*
亀井勝一郎文学碑,,,10,名詞,固有名詞,地域,一般,*,*,亀井勝一郎文学碑,*,*
函館博物館のあゆみ,,,10,名詞,固有名詞,地域,一般,*,*,函館博物館のあゆみ,*,*
ハーバー遭難記念碑,,,10,名詞,固有名詞,地域,一般,*,*,ハーバー遭難記念碑,*,*
石川啄木居住地跡,,,10,名詞,固有名詞,地域,一般,*,*,石川啄木居住地跡,*,*
護国神社,,,10,名詞,固有名詞,地域,一般,*,*,護国神社,*,*
旧イギリス領事館（開港記念館）,,,10,名詞,固有名詞,地域,一般,*,*,旧イギリス領事館（開港記念館）,*,*
日本基督教団函館教会,,,10,名詞,固有名詞,地域,一般,*,*,日本基督教団函館教会,*,*
南部藩陣屋跡,,,10,名詞,固有名詞,地域,一般,*,*,南部藩陣屋跡,*,*
東本願寺函館別院,,,10,名詞,固有名詞,地域,一般,*,*,東本願寺函館別院,*,*
亀井勝一郎生誕の地,,,10,名詞,固有名詞,地域,一般,*,*,亀井勝一郎生誕の地,*,*
カトリック元町教会,,,10,名詞,固有名詞,地域,一般,*,*,カトリック元町教会,*,*
旧北海道庁函館支庁庁舎（北海道指定有形文化財）,,,10,名詞,固有名詞,地域,一般,*,*,旧北海道庁函館支庁庁舎（北海道指定有形文化財）,*,*
旧函館区公会堂,,,10,名詞,固有名詞,地域,一般,*,*,旧函館区公会堂,*,*
船魂神社,,,10,名詞,固有名詞,地域,一般,*,*,船魂神社,*,*
ハリストス正教会,,,10,名詞,固有名詞,地域,一般,*,*,ハリストス正教会,*,*
日本聖公会函館聖ヨハネ教会,,,10,名詞,固有名詞,地域,一般,*,*,日本聖公会函館聖ヨハネ教会,*,*
函館の上水道,,,10,名詞,固有名詞,地域,一般,*,*,函館の上水道,*,*
北海道第一歩の地碑,,,10,名詞,固有名詞,地域,一般,*,*,北海道第一歩の地碑,*,*
明治天皇上陸記念碑,,,10,名詞,固有名詞,地域,一般,*,*,明治天皇上陸記念碑,*,*
日本最古のコンクリート電柱,,,10,名詞,固有名詞,地域,一般,*,*,日本最古のコンクリート電柱,*,*
函館港と倉庫群・日本最初の気候測量所跡,,,10,名詞,固有名詞,地域,一般,*,*,函館港と倉庫群・日本最初の気候測量所跡,*,*
沖之口番所跡,,,10,名詞,固有名詞,地域,一般,*,*,沖之口番所跡,*,*
新島襄海外渡航の地碑,,,10,名詞,固有名詞,地域,一般,*,*,新島襄海外渡航の地碑,*,*
箱館運上所跡,,,10,名詞,固有名詞,地域,一般,*,*,箱館運上所跡,*,*
擬洋風建築物群,,,10,名詞,固有名詞,地域,一般,*,*,擬洋風建築物群,*,*
中華会館,,,10,名詞,固有名詞,地域,一般,*,*,中華会館,*,*
厳島神社,,,10,名詞,固有名詞,地域,一般,*,*,厳島神社,*,*
ペリー会見所跡,,,10,名詞,固有名詞,地域,一般,*,*,ペリー会見所跡,*,*
鯨族供養塔,,,10,名詞,固有名詞,地域,一般,*,*,鯨族供養塔,*,*
旧寺町界隈,,,10,名詞,固有名詞,地域,一般,*,*,旧寺町界隈,*,*
ペリー提督来航記念碑,,,10,名詞,固有名詞,地域,一般,*,*,ペリー提督来航記念碑,*,*
旧アメリカ領事館跡,,,10,名詞,固有名詞,地域,一般,*,*,旧アメリカ領事館跡,*,*
宇須岸河野館跡,,,10,名詞,固有名詞,地域,一般,*,*,宇須岸河野館跡,*,*
諸術調所跡,,,10,名詞,固有名詞,地域,一般,*,*,諸術調所跡,*,*
函館検疫所台町措置場（旧函館消毒所）跡,,,10,名詞,固有名詞,地域,一般,*,*,函館検疫所台町措置場（旧函館消毒所）跡,*,*
有無両縁塔,,,10,名詞,固有名詞,地域,一般,*,*,有無両縁塔,*,*
万平塚,,,10,名詞,固有名詞,地域,一般,*,*,万平塚,*,*
南部藩士の墓地,,,10,名詞,固有名詞,地域,一般,*,*,南部藩士の墓地,*,*
函館中華山荘,,,10,名詞,固有名詞,地域,一般,*,*,函館中華山荘,*,*
外国人墓地（ロシア人墓地）,,,10,名詞,固有名詞,地域,一般,*,*,外国人墓地（ロシア人墓地）,*,*
外国人墓地（プロテスタント墓地）,,,10,名詞,固有名詞,地域,一般,*,*,外国人墓地（プロテスタント墓地）,*,*
傷心惨目の碑,,,10,名詞,固有名詞,地域,一般,*,*,傷心惨目の碑,*,*
高龍寺,,,10,名詞,固有名詞,地域,一般,*,*,高龍寺,*,*
真言寺と不動明王立像,,,10,名詞,固有名詞,地域,一般,*,*,真言寺と不動明王立像,*,*
近代彫刻の先駆者中原悌二郎の墓,,,10,名詞,固有名詞,地域,一般,*,*,近代彫刻の先駆者中原悌二郎の墓,*,*
東本願寺函館別院船見支院,,,10,名詞,固有名詞,地域,一般,*,*,東本願寺函館別院船見支院,*,*
実行寺,,,10,名詞,固有名詞,地域,一般,*,*,実行寺,*,*
称名寺,,,10,名詞,固有名詞,地域,一般,*,*,称名寺,*,*
旧ロシア領事館,,,10,名詞,固有名詞,地域,一般,*,*,旧ロシア領事館,*,*
高田屋嘉兵衛一族の墓,,,10,名詞,固有名詞,地域,一般,*,*,高田屋嘉兵衛一族の墓,*,*
河野加賀守政通の供養碑,,,10,名詞,固有名詞,地域,一般,*,*,河野加賀守政通の供養碑,*,*
土方歳三と新選組隊士の供養碑,,,10,名詞,固有名詞,地域,一般,*,*,土方歳三と新選組隊士の供養碑,*,*
山上大神宮,,,10,名詞,固有名詞,地域,一般,*,*,山上大神宮,*,*
己巳役海軍戦死碑,,,10,名詞,固有名詞,地域,一般,*,*,己巳役海軍戦死碑,*,*
咬菜園跡,,,10,名詞,固有名詞,地域,一般,*,*,咬菜園跡,*,*
天下の号外屋翁の墓,,,10,名詞,固有名詞,地域,一般,*,*,天下の号外屋翁の墓,*,*
堀川乗経　ジョン・ミルン、トネ夫妻,,,10,名詞,固有名詞,地域,一般,*,*,堀川乗経　ジョン・ミルン、トネ夫妻,*,*
弁天岬台場跡,,,10,名詞,固有名詞,地域,一般,*,*,弁天岬台場跡,*,*
立待岬,,,10,名詞,固有名詞,地域,一般,*,*,立待岬,*,*
津軽要塞と函館山の植物,,,10,名詞,固有名詞,地域,一般,*,*,津軽要塞と函館山の植物,*,*
函館山,,,10,名詞,固有名詞,地域,一般,*,*,函館山,*,*
函館山登山道の記″函館を讃える碑″,,,10,名詞,固有名詞,地域,一般,*,*,函館山登山道の記″函館を讃える碑″,*,*
皇太子殿下御野立所,,,10,名詞,固有名詞,地域,一般,*,*,皇太子殿下御野立所,*,*
寂照塔,,,10,名詞,固有名詞,地域,一般,*,*,寂照塔,*,*
トーマス・ライト・ブラキストンの碑,,,10,名詞,固有名詞,地域,一般,*,*,トーマス・ライト・ブラキストンの碑,*,*
伊能忠敬北海道最初の測量地,,,10,名詞,固有名詞,地域,一般,*,*,伊能忠敬北海道最初の測量地,*,*
函館市指定史跡　北海道建網大謀網漁業発祥の地及び記念碑,,,10,名詞,固有名詞,地域,一般,*,*,函館市指定史跡　北海道建網大謀網漁業発祥の地及び記念碑,*,*
北海道木彫熊発祥の地碑,,,10,名詞,固有名詞,地域,一般,*,*,北海道木彫熊発祥の地碑,*,*
2代石塚弥太郎,,,10,名詞,固有名詞,人名,一般,*,*,2代石塚弥太郎,*,*
アダム・キリロヴィチ・ラクスマン,,,10,名詞,固有名詞,人名,一般,*,*,アダム・キリロヴィチ・ラクスマン,*,*
アルハンゲリスキイ，ワシーリイ・ワシーリエヴィチ,,,10,名詞,固有名詞,人名,一般,*,*,アルハンゲリスキイ，ワシーリイ・ワシーリエヴィチ,*,*
アレクサンドル・ドミートリエヴィチ・チハイ,,,10,名詞,固有名詞,人名,一般,*,*,アレクサンドル・ドミートリエヴィチ・チハイ,*,*
ウィリアム・レニー,,,10,名詞,固有名詞,人名,一般,*,*,ウィリアム・レニー,*,*
ウォルター・アウグスタス・デ・ハヴィランド,,,10,名詞,固有名詞,人名,一般,*,*,ウォルター・アウグスタス・デ・ハヴィランド,*,*
エドワード・シルベスター・モース,,,10,名詞,固有名詞,人名,一般,*,*,エドワード・シルベスター・モース,*,*
オーガスタ・デカルソン,,,10,名詞,固有名詞,人名,一般,*,*,オーガスタ・デカルソン,*,*
カロリョフ，アナトーリイ・ニコラエヴィチ,,,10,名詞,固有名詞,人名,一般,*,*,カロリョフ，アナトーリイ・ニコラエヴィチ,*,*
カール・ワイデル・レイモン,,,10,名詞,固有名詞,人名,一般,*,*,カール・ワイデル・レイモン,*,*
コウ・マリア・ヴァイドル・レイモン,,,10,名詞,固有名詞,人名,一般,*,*,コウ・マリア・ヴァイドル・レイモン,*,*
ゴロヴニン,,,10,名詞,固有名詞,人名,一般,*,*,ゴロヴニン,*,*
サファイロフ，ウラジミール・ミハイロヴィチ,,,10,名詞,固有名詞,人名,一般,*,*,サファイロフ，ウラジミール・ミハイロヴィチ,*,*
ジュール・ブリュネ,,,10,名詞,固有名詞,人名,一般,*,*,ジュール・ブリュネ,*,*
ジョン・バクスター・ウイル,,,10,名詞,固有名詞,人名,一般,*,*,ジョン・バクスター・ウイル,*,*
ジョン・バチラー,,,10,名詞,固有名詞,人名,一般,*,*,ジョン・バチラー,*,*
ジョン・ミルン,,,10,名詞,固有名詞,人名,一般,*,*,ジョン・ミルン,*,*
スール・カロリヌ,,,10,名詞,固有名詞,人名,一般,*,*,スール・カロリヌ,*,*
スール・マリ・オグスト,,,10,名詞,固有名詞,人名,一般,*,*,スール・マリ・オグスト,*,*
スール・マリ・オネジム,,,10,名詞,固有名詞,人名,一般,*,*,スール・マリ・オネジム,*,*
チャールズ・ネトルシップ生没不詳,,,10,名詞,固有名詞,人名,一般,*,*,チャールズ・ネトルシップ生没不詳,*,*
トーマス・ライト・ブラキストン,,,10,名詞,固有名詞,人名,一般,*,*,トーマス・ライト・ブラキストン,*,*
ニコライ・ペトローヴィチ・マトヴェーエフ,,,10,名詞,固有名詞,人名,一般,*,*,ニコライ・ペトローヴィチ・マトヴェーエフ,*,*
ニコライ大主教,,,10,名詞,固有名詞,人名,一般,*,*,ニコライ大主教,*,*
フィリップ・ユーベア・マリ一・グロード,,,10,名詞,固有名詞,人名,一般,*,*,フィリップ・ユーベア・マリ一・グロード,*,*
フリサンフ・プラトーノヴィチ・ビリチ,,,10,名詞,固有名詞,人名,一般,*,*,フリサンフ・プラトーノヴィチ・ビリチ,*,*
フローラ・リディア・べスト・ハリス,,,10,名詞,固有名詞,人名,一般,*,*,フローラ・リディア・べスト・ハリス,*,*
マキシモーヴィチ，カール・ヨハン,,,10,名詞,固有名詞,人名,一般,*,*,マキシモーヴィチ，カール・ヨハン,*,*
メルメ・ド・カション,,,10,名詞,固有名詞,人名,一般,*,*,メルメ・ド・カション,*,*
ヤコフ・ドミートリエヴィチ・チハイ,,,10,名詞,固有名詞,人名,一般,*,*,ヤコフ・ドミートリエヴィチ・チハイ,*,*
ヤコボ酒井武雄,,,10,名詞,固有名詞,人名,一般,*,*,ヤコボ酒井武雄,*,*
ヨシフ・アントーノヴィチ・ゴシケーヴィチ,,,10,名詞,固有名詞,人名,一般,*,*,ヨシフ・アントーノヴィチ・ゴシケーヴィチ,*,*
ライマン・スミス,,,10,名詞,固有名詞,人名,一般,*,*,ライマン・スミス,*,*
リチャード・ユースデン,,,10,名詞,固有名詞,人名,一般,*,*,リチャード・ユースデン,*,*
三代目岩船峰次郎,,,10,名詞,固有名詞,人名,一般,*,*,三代目岩船峰次郎,*,*
三原栄吉,,,10,名詞,固有名詞,人名,一般,*,*,三原栄吉,*,*
三吉良太郎,,,10,名詞,固有名詞,人名,一般,*,*,三吉良太郎,*,*
三橋美智也,,,10,名詞,固有名詞,人名,一般,*,*,三橋美智也,*,*
三谷元次郎,,,10,名詞,固有名詞,人名,一般,*,*,三谷元次郎,*,*
上田仁,,,10,名詞,固有名詞,人名,一般,*,*,上田仁,*,*
中川五郎治,,,10,名詞,固有名詞,人名,一般,*,*,中川五郎治,*,*
中川嘉兵衛,,,10,名詞,固有名詞,人名,一般,*,*,中川嘉兵衛,*,*
中村勝馬,,,10,名詞,固有名詞,人名,一般,*,*,中村勝馬,*,*
中村誠二,,,10,名詞,固有名詞,人名,一般,*,*,中村誠二,*,*
中村進五郎,,,10,名詞,固有名詞,人名,一般,*,*,中村進五郎,*,*
中村鎮,,,10,名詞,固有名詞,人名,一般,*,*,中村鎮,*,*
久慈次郎,,,10,名詞,固有名詞,人名,一般,*,*,久慈次郎,*,*
久生十蘭,,,10,名詞,固有名詞,人名,一般,*,*,久生十蘭,*,*
亀井勝一郎,,,10,名詞,固有名詞,人名,一般,*,*,亀井勝一郎,*,*
井上光晴,,,10,名詞,固有名詞,人名,一般,*,*,井上光晴,*,*
井上幸子,,,10,名詞,固有名詞,人名,一般,*,*,井上幸子,*,*
井田侾吉,,,10,名詞,固有名詞,人名,一般,*,*,井田侾吉,*,*
今井市右衛門,,,10,名詞,固有名詞,人名,一般,*,*,今井市右衛門,*,*
今井藤七,,,10,名詞,固有名詞,人名,一般,*,*,今井藤七,*,*
今日出海,,,10,名詞,固有名詞,人名,一般,*,*,今日出海,*,*
今東光,,,10,名詞,固有名詞,人名,一般,*,*,今東光,*,*
伊藤貫一,,,10,名詞,固有名詞,人名,一般,*,*,伊藤貫一,*,*
伊藤鋳之助,,,10,名詞,固有名詞,人名,一般,*,*,伊藤鋳之助,*,*
伏見勇蔵,,,10,名詞,固有名詞,人名,一般,*,*,伏見勇蔵,*,*
佐々木平次郎,,,10,名詞,固有名詞,人名,一般,*,*,佐々木平次郎,*,*
佐々木逸郎,,,10,名詞,固有名詞,人名,一般,*,*,佐々木逸郎,*,*
佐田作郎,,,10,名詞,固有名詞,人名,一般,*,*,佐田作郎,*,*
佐藤哲郎,,,10,名詞,固有名詞,人名,一般,*,*,佐藤哲郎,*,*
佐藤在寛,,,10,名詞,固有名詞,人名,一般,*,*,佐藤在寛,*,*
佐藤泰志,,,10,名詞,固有名詞,人名,一般,*,*,佐藤泰志,*,*
佐藤祐知,,,10,名詞,固有名詞,人名,一般,*,*,佐藤祐知,*,*
佐野忠吉,,,10,名詞,固有名詞,人名,一般,*,*,佐野忠吉,*,*
元木省吾,,,10,名詞,固有名詞,人名,一般,*,*,元木省吾,*,*
光岡龍三郎,,,10,名詞,固有名詞,人名,一般,*,*,光岡龍三郎,*,*
児玉作左衛門,,,10,名詞,固有名詞,人名,一般,*,*,児玉作左衛門,*,*
八幡関太郎,,,10,名詞,固有名詞,人名,一般,*,*,八幡関太郎,*,*
八木隆一郎,,,10,名詞,固有名詞,人名,一般,*,*,八木隆一郎,*,*
内川源作,,,10,名詞,固有名詞,人名,一般,*,*,内川源作,*,*
冨士月子,,,10,名詞,固有名詞,人名,一般,*,*,冨士月子,*,*
函館大経,,,10,名詞,固有名詞,人名,一般,*,*,函館大経,*,*
初代勝田弥吉,,,10,名詞,固有名詞,人名,一般,*,*,初代勝田弥吉,*,*
初代市川団四郎,,,10,名詞,固有名詞,人名,一般,*,*,初代市川団四郎,*,*
初代平出喜三郎,,,10,名詞,固有名詞,人名,一般,*,*,初代平出喜三郎,*,*
初代石塚弥太郎,,,10,名詞,固有名詞,人名,一般,*,*,初代石塚弥太郎,*,*
前島密,,,10,名詞,固有名詞,人名,一般,*,*,前島密,*,*
前田政雄,,,10,名詞,固有名詞,人名,一般,*,*,前田政雄,*,*
加藤兵次郎,,,10,名詞,固有名詞,人名,一般,*,*,加藤兵次郎,*,*
加賀栄治,,,10,名詞,固有名詞,人名,一般,*,*,加賀栄治,*,*
勝田鑛蔵,,,10,名詞,固有名詞,人名,一般,*,*,勝田鑛蔵,*,*
北上聖牛,,,10,名詞,固有名詞,人名,一般,*,*,北上聖牛,*,*
原忠雄,,,10,名詞,固有名詞,人名,一般,*,*,原忠雄,*,*
吉岡憲,,,10,名詞,固有名詞,人名,一般,*,*,吉岡憲,*,*
吉谷一次,,,10,名詞,固有名詞,人名,一般,*,*,吉谷一次,*,*
名村五八郎,,,10,名詞,固有名詞,人名,一般,*,*,名村五八郎,*,*
和田芳恵,,,10,名詞,固有名詞,人名,一般,*,*,和田芳恵,*,*
唐牛健太郎,,,10,名詞,固有名詞,人名,一般,*,*,唐牛健太郎,*,*
四倉ミツエ,,,10,名詞,固有名詞,人名,一般,*,*,四倉ミツエ,*,*
国松登,,,10,名詞,固有名詞,人名,一般,*,*,国松登,*,*
園田実徳,,,10,名詞,固有名詞,人名,一般,*,*,園田実徳,*,*
土子毅,,,10,名詞,固有名詞,人名,一般,*,*,土子毅,*,*
土方歳三,,,10,名詞,固有名詞,人名,一般,*,*,土方歳三,*,*
坂本作平,,,10,名詞,固有名詞,人名,一般,*,*,坂本作平,*,*
坂本森一,,,10,名詞,固有名詞,人名,一般,*,*,坂本森一,*,*
堀川トネ,,,10,名詞,固有名詞,人名,一般,*,*,堀川トネ,*,*
堀川乗経,,,10,名詞,固有名詞,人名,一般,*,*,堀川乗経,*,*
堀達之助,,,10,名詞,固有名詞,人名,一般,*,*,堀達之助,*,*
堤清六,,,10,名詞,固有名詞,人名,一般,*,*,堤清六,*,*
塩田三郎,,,10,名詞,固有名詞,人名,一般,*,*,塩田三郎,*,*
塩田順庵,,,10,名詞,固有名詞,人名,一般,*,*,塩田順庵,*,*
外山ハツ,,,10,名詞,固有名詞,人名,一般,*,*,外山ハツ,*,*
外山定男,,,10,名詞,固有名詞,人名,一般,*,*,外山定男,*,*
大山マキ,,,10,名詞,固有名詞,人名,一般,*,*,大山マキ,*,*
大庭恭平,,,10,名詞,固有名詞,人名,一般,*,*,大庭恭平,*,*
大桃ゑきえ,,,10,名詞,固有名詞,人名,一般,*,*,大桃ゑきえ,*,*
大野一雄,,,10,名詞,固有名詞,人名,一般,*,*,大野一雄,*,*
大高ひさを,,,10,名詞,固有名詞,人名,一般,*,*,大高ひさを,*,*
大鳥圭介,,,10,名詞,固有名詞,人名,一般,*,*,大鳥圭介,*,*
太刀川善吉,,,10,名詞,固有名詞,人名,一般,*,*,太刀川善吉,*,*
奥平忠志,,,10,名詞,固有名詞,人名,一般,*,*,奥平忠志,*,*
孤山堂無外,,,10,名詞,固有名詞,人名,一般,*,*,孤山堂無外,*,*
宮崎大四郎,,,10,名詞,固有名詞,人名,一般,*,*,宮崎大四郎,*,*
宮本武之助,,,10,名詞,固有名詞,人名,一般,*,*,宮本武之助,*,*
寺井四郎兵衛,,,10,名詞,固有名詞,人名,一般,*,*,寺井四郎兵衛,*,*
小南武一,,,10,名詞,固有名詞,人名,一般,*,*,小南武一,*,*
小山内龍,,,10,名詞,固有名詞,人名,一般,*,*,小山内龍,*,*
小島千松,,,10,名詞,固有名詞,人名,一般,*,*,小島千松,*,*
小川弥四郎,,,10,名詞,固有名詞,人名,一般,*,*,小川弥四郎,*,*
小林重吉,,,10,名詞,固有名詞,人名,一般,*,*,小林重吉,*,*
小橋榮太郎,,,10,名詞,固有名詞,人名,一般,*,*,小橋榮太郎,*,*
小池毅,,,10,名詞,固有名詞,人名,一般,*,*,小池毅,*,*
小熊幸一郎,,,10,名詞,固有名詞,人名,一般,*,*,小熊幸一郎,*,*
小田島安佐,,,10,名詞,固有名詞,人名,一般,*,*,小田島安佐,*,*
小田豊四郎,,,10,名詞,固有名詞,人名,一般,*,*,小田豊四郎,*,*
小野連司,,,10,名詞,固有名詞,人名,一般,*,*,小野連司,*,*
山中節治,,,10,名詞,固有名詞,人名,一般,*,*,山中節治,*,*
山崎松次郎,,,10,名詞,固有名詞,人名,一般,*,*,山崎松次郎,*,*
山本行雄,,,10,名詞,固有名詞,人名,一般,*,*,山本行雄,*,*
岡本一平,,,10,名詞,固有名詞,人名,一般,*,*,岡本一平,*,*
岡本康太郎,,,10,名詞,固有名詞,人名,一般,*,*,岡本康太郎,*,*
岡田健蔵,,,10,名詞,固有名詞,人名,一般,*,*,岡田健蔵,*,*
岡田普理衛,,,10,名詞,固有名詞,人名,一般,*,*,岡田普理衛,*,*
岩船ヤス,,,10,名詞,固有名詞,人名,一般,*,*,岩船ヤス,*,*
岩船修三,,,10,名詞,固有名詞,人名,一般,*,*,岩船修三,*,*
島剛平,,,10,名詞,固有名詞,人名,一般,*,*,島剛平,*,*
川内康範,,,10,名詞,固有名詞,人名,一般,*,*,川内康範,*,*
川崎ヤエ,,,10,名詞,固有名詞,人名,一般,*,*,川崎ヤエ,*,*
川田龍吉,,,10,名詞,固有名詞,人名,一般,*,*,川田龍吉,*,*
工藤富次郎,,,10,名詞,固有名詞,人名,一般,*,*,工藤富次郎,*,*
巴潟誠一,,,10,名詞,固有名詞,人名,一般,*,*,巴潟誠一,*,*
常野正義,,,10,名詞,固有名詞,人名,一般,*,*,常野正義,*,*
平塚常次郎,,,10,名詞,固有名詞,人名,一般,*,*,平塚常次郎,*,*
平塚時蔵,,,10,名詞,固有名詞,人名,一般,*,*,平塚時蔵,*,*
